filename,label
galaxia_M81_skyview_galaxia_M81_DSS2_Blue_0p25deg_0.png,galaxia
aglomerado_M13_j95430c2q_flc.png,aglomerado
estrela_Polaris_skyview_estrela_Polaris_DSS2_Red_0p08deg_0.png,estrela
galaxia_M51_j97c31rrq_flt.png,galaxia
galaxia_NGC_3628_skyview_galaxia_NGC_3628_DSS2_Red_0p25deg_0.png,galaxia
estrela_Vega_skyview_estrela_Vega_DSS2_Blue_0.png,estrela
aglomerado_NGC_104_j8uq70qkq_flt.png,aglomerado
aglomerado_M92_j91l01ezq_flt.png,aglomerado
aglomerado_M13_skyview_aglomerado_M13_DSS2_Red_0p18deg_0.png,aglomerado
galaxia_M82_skyview_galaxia_M82_DSS2_Blue_0.png,galaxia
galaxia_NGC_7814_skyview_galaxia_NGC_7814_DSS2_Red_0p2deg_0.png,galaxia
estrela_Sirius_skyview_estrela_Sirius_DSS2_Blue_0.png,estrela
estrela_Sirius_skyview_estrela_Sirius_DSS2_Blue_0p08deg_0.png,estrela
estrela_Vega_skyview_estrela_Vega_DSS2_Red_0.png,estrela
aglomerado_M13_skyview_aglomerado_M13_DSS2_Blue_0.png,aglomerado
nebulosa_NGC_2237_skyview_nebulosa_NGC_2237_DSS2_Red_0p25deg_0.png,nebulosa
aglomerado_M92_j91l01eyq_flt.png,aglomerado
nebulosa_M8_skyview_nebulosa_M8_DSS2_Red_0.png,nebulosa
galaxia_M81_skyview_galaxia_M81_DSS2_Red_0.png,galaxia
nebulosa_NGC_6302_iaco01drq_flc.png,nebulosa
galaxia_M101_skyview_galaxia_M101_DSS2_Blue_0p22deg_0.png,galaxia
galaxia_M82_skyview_galaxia_M82_DSS2_Red_0.png,galaxia
nebulosa_M16_j9cs01tzq_flt.png,nebulosa
nebulosa_NGC_7662_skyview_nebulosa_NGC_7662_DSS2_Red_0p12deg_0.png,nebulosa
nebulosa_NGC_6210_skyview_nebulosa_NGC_6210_DSS2_Red_0p06deg_0.png,nebulosa
nebulosa_NGC_2392_skyview_nebulosa_NGC_2392_DSS2_Red_0p08deg_0.png,nebulosa
nebulosa_M1_skyview_nebulosa_M1_DSS2_Red_0p12deg_0.png,nebulosa
galaxia_NGC_4244_skyview_galaxia_NGC_4244_DSS2_Red_0p18deg_0.png,galaxia
galaxia_M81_skyview_galaxia_M81_DSS2_Red_0p25deg_0.png,galaxia
aglomerado_NGC_104_j8uq70qsq_flt.png,aglomerado
aglomerado_M92_j91l01f0q_flt.png,aglomerado
nebulosa_IC_434_skyview_nebulosa_IC_434_DSS2_Blue_0p2deg_0.png,nebulosa
aglomerado_M92_skyview_aglomerado_M92_DSS2_Blue_0.png,aglomerado
nebulosa_M8_idry14teq_raw.png,nebulosa
nebulosa_NGC_7009_skyview_nebulosa_NGC_7009_DSS2_Blue_0p14deg_0.png,nebulosa
galaxia_NGC_4244_skyview_galaxia_NGC_4244_DSS2_Red_0p25deg_0.png,galaxia
nebulosa_NGC_3242_skyview_nebulosa_NGC_3242_DSS2_Red_0p14deg_0.png,nebulosa
nebulosa_NGC_1499_skyview_nebulosa_NGC_1499_DSS2_Red_0p3deg_0.png,nebulosa
aglomerado_M13_j95430c2q_raw.png,aglomerado
estrela_Betelgeuse_skyview_estrela_Betelgeuse_DSS2_Blue_0p08deg_0.png,estrela
estrela_Betelgeuse_o4de07b2q_raw.png,estrela
nebulosa_NGC_6210_skyview_nebulosa_NGC_6210_DSS2_Blue_0p14deg_0.png,nebulosa
estrela_Betelgeuse_o55001d5q_raw.png,estrela
nebulosa_IC_418_skyview_nebulosa_IC_418_DSS2_Red_0p1deg_0.png,nebulosa
galaxia_NGC_1300_skyview_galaxia_NGC_1300_DSS2_Blue_0.png,galaxia
nebulosa_M1_skyview_nebulosa_M1_DSS2_Blue_0p2deg_0.png,nebulosa
nebulosa_NGC_6210_skyview_nebulosa_NGC_6210_DSS2_Blue_0p06deg_0.png,nebulosa
nebulosa_NGC_3242_skyview_nebulosa_NGC_3242_DSS2_Blue_0p14deg_0.png,nebulosa
aglomerado_NGC_104_j8uq70qjq_flt.png,aglomerado
galaxia_NGC_5907_skyview_galaxia_NGC_5907_DSS2_Red_0p16deg_0.png,galaxia
nebulosa_NGC_3242_skyview_nebulosa_NGC_3242_DSS2_Blue_0p1deg_0.png,nebulosa
nebulosa_M42_skyview_nebulosa_M42_DSS2_Blue_0.png,nebulosa
nebulosa_M16_j9cs01tzq_flc.png,nebulosa
nebulosa_NGC_7027_skyview_nebulosa_NGC_7027_DSS2_Red_0p06deg_0.png,nebulosa
nebulosa_M20_skyview_nebulosa_M20_DSS2_Red_0p3deg_0.png,nebulosa
nebulosa_NGC_7027_skyview_nebulosa_NGC_7027_DSS2_Blue_0p06deg_0.png,nebulosa
galaxia_NGC_5907_skyview_galaxia_NGC_5907_DSS2_Blue_0p22deg_0.png,galaxia
nebulosa_IC_1396_skyview_nebulosa_IC_1396_DSS2_Blue_0p5deg_0.png,nebulosa
nebulosa_NGC_6826_skyview_nebulosa_NGC_6826_DSS2_Red_0p08deg_0.png,nebulosa
estrela_Sirius_skyview_estrela_Sirius_DSS2_Red_0.png,estrela
estrela_Betelgeuse_skyview_estrela_Betelgeuse_DSS2_Blue_0.png,estrela
aglomerado_M92_j91l01ezq_raw.png,aglomerado
nebulosa_IC_418_skyview_nebulosa_IC_418_DSS2_Blue_0p14deg_0.png,nebulosa
nebulosa_M42_skyview_nebulosa_M42_DSS2_Blue_0p25deg_0.png,nebulosa
nebulosa_M42_hst_10057_02_acs_wfc_fr388n_j8up02uv_flt.png,nebulosa
estrela_Aldebaran_skyview_estrela_Aldebaran_DSS2_Red_0p08deg_0.png,estrela
nebulosa_M1_skyview_nebulosa_M1_DSS2_Blue_0p12deg_0.png,nebulosa
galaxia_NGC_7814_skyview_galaxia_NGC_7814_DSS2_Blue_0p14deg_0.png,galaxia
nebulosa_NGC_6543_skyview_nebulosa_NGC_6543_DSS2_Blue_0p12deg_0.png,nebulosa
nebulosa_M42_hst_10057_02_acs_wfc_fr459m_j8up02v9_flt.png,nebulosa
galaxia_NGC_3628_skyview_galaxia_NGC_3628_DSS2_Red_0p18deg_0.png,galaxia
nebulosa_NGC_6543_skyview_nebulosa_NGC_6543_DSS2_Blue_0p08deg_0.png,nebulosa
aglomerado_M92_skyview_aglomerado_M92_DSS2_Red_0.png,aglomerado
estrela_Sirius_skyview_estrela_Sirius_DSS2_Red_0p08deg_0.png,estrela
estrela_Polaris_skyview_estrela_Polaris_DSS2_Blue_0.png,estrela
aglomerado_NGC_104_skyview_aglomerado_NGC_104_DSS2_Blue_0p18deg_0.png,aglomerado
galaxia_M82_skyview_galaxia_M82_DSS2_Blue_0p2deg_0.png,galaxia
galaxia_NGC_1300_skyview_galaxia_NGC_1300_DSS2_Red_0p18deg_0.png,galaxia
nebulosa_NGC_7009_skyview_nebulosa_NGC_7009_DSS2_Blue_0p06deg_0.png,nebulosa
nebulosa_NGC_6826_skyview_nebulosa_NGC_6826_DSS2_Red_0p12deg_0.png,nebulosa
nebulosa_NGC_6210_skyview_nebulosa_NGC_6210_DSS2_Red_0p1deg_0.png,nebulosa
estrela_Betelgeuse_skyview_estrela_Betelgeuse_DSS2_Red_0.png,estrela
estrela_Vega_u2gl0105t_drw.png,estrela
nebulosa_IC_418_skyview_nebulosa_IC_418_DSS2_Red_0p14deg_0.png,nebulosa
galaxia_NGC_5907_skyview_galaxia_NGC_5907_DSS2_Red_0p22deg_0.png,galaxia
nebulosa_IC_1396_skyview_nebulosa_IC_1396_DSS2_Red_0p5deg_0.png,nebulosa
nebulosa_NGC_6302_iaco01dqq_raw.png,nebulosa
galaxia_NGC_1300_skyview_galaxia_NGC_1300_DSS2_Blue_0p18deg_0.png,galaxia
nebulosa_NGC_1499_skyview_nebulosa_NGC_1499_DSS2_Red_0p5deg_0.png,nebulosa
estrela_Rigel_skyview_estrela_Rigel_DSS2_Blue_0.png,estrela
nebulosa_NGC_6543_skyview_nebulosa_NGC_6543_DSS2_Red_0p12deg_0.png,nebulosa
aglomerado_M13_j95430c3q_flc.png,aglomerado
aglomerado_NGC_104_j8uq70qrq_raw.png,aglomerado
nebulosa_NGC_6543_skyview_nebulosa_NGC_6543_DSS2_Red_0p08deg_0.png,nebulosa
nebulosa_NGC_7009_skyview_nebulosa_NGC_7009_DSS2_Red_0p14deg_0.png,nebulosa
nebulosa_NGC_3242_skyview_nebulosa_NGC_3242_DSS2_Red_0p06deg_0.png,nebulosa
galaxia_M101_skyview_galaxia_M101_DSS2_Red_0p22deg_0.png,galaxia
galaxia_M51_j97c31rrq_drc.png,galaxia
nebulosa_NGC_2237_skyview_nebulosa_NGC_2237_DSS2_Blue_0p4deg_0.png,nebulosa
aglomerado_NGC_104_j8uq70qkq_raw.png,aglomerado
aglomerado_M13_j95430c3q_flt.png,aglomerado
nebulosa_NGC_7009_skyview_nebulosa_NGC_7009_DSS2_Red_0p06deg_0.png,nebulosa
nebulosa_M16_j9cs01u0q_flc.png,nebulosa
nebulosa_NGC_7009_skyview_nebulosa_NGC_7009_DSS2_Blue_0p1deg_0.png,nebulosa
galaxia_M51_skyview_galaxia_M51_DSS2_Blue_0.png,galaxia
estrela_Aldebaran_skyview_estrela_Aldebaran_DSS2_Blue_0.png,estrela
estrela_Aldebaran_skyview_estrela_Aldebaran_DSS2_Blue_0p08deg_0.png,estrela
aglomerado_M13_j95430c2q_flt.png,aglomerado
galaxia_M104_skyview_galaxia_M104_DSS2_Red_0p18deg_0.png,galaxia
galaxia_M51_j97c31rrq_flc.png,galaxia
galaxia_NGC_3628_skyview_galaxia_NGC_3628_DSS2_Blue_0p25deg_0.png,galaxia
galaxia_NGC_7814_skyview_galaxia_NGC_7814_DSS2_Red_0p14deg_0.png,galaxia
nebulosa_NGC_7027_skyview_nebulosa_NGC_7027_DSS2_Blue_0p14deg_0.png,nebulosa
galaxia_M51_skyview_galaxia_M51_DSS2_Blue_0p18deg_0.png,galaxia
estrela_Polaris_skyview_estrela_Polaris_DSS2_Red_0.png,estrela
nebulosa_M16_j9cs01tzq_raw.png,nebulosa
galaxia_NGC_3628_skyview_galaxia_NGC_3628_DSS2_Blue_0p18deg_0.png,galaxia
galaxia_M101_ib3p11p7q_raw.png,galaxia
nebulosa_NGC_3242_skyview_nebulosa_NGC_3242_DSS2_Red_0p1deg_0.png,nebulosa
aglomerado_NGC_104_skyview_aglomerado_NGC_104_DSS2_Blue_0.png,aglomerado
aglomerado_NGC_104_skyview_aglomerado_NGC_104_DSS2_Red_0.png,aglomerado
nebulosa_NGC_6210_skyview_nebulosa_NGC_6210_DSS2_Blue_0p1deg_0.png,nebulosa
nebulosa_NGC_6302_iaco01dqq_flc.png,nebulosa
nebulosa_NGC_2392_skyview_nebulosa_NGC_2392_DSS2_Red_0p12deg_0.png,nebulosa
nebulosa_M16_skyview_nebulosa_M16_DSS2_Red_0p25deg_0.png,nebulosa
galaxia_M81_skyview_galaxia_M81_DSS2_Blue_0.png,galaxia
nebulosa_NGC_7662_skyview_nebulosa_NGC_7662_DSS2_Red_0p08deg_0.png,nebulosa
nebulosa_NGC_3242_skyview_nebulosa_NGC_3242_DSS2_Blue_0p06deg_0.png,nebulosa
aglomerado_M92_j91l01f2q_flt.png,aglomerado
nebulosa_M42_skyview_nebulosa_M42_DSS2_Red_0.png,nebulosa
nebulosa_M1_skyview_nebulosa_M1_DSS2_Red_0p2deg_0.png,nebulosa
nebulosa_IC_434_skyview_nebulosa_IC_434_DSS2_Red_0p2deg_0.png,nebulosa
nebulosa_NGC_1499_skyview_nebulosa_NGC_1499_DSS2_Blue_0p3deg_0.png,nebulosa
nebulosa_NGC_7027_skyview_nebulosa_NGC_7027_DSS2_Blue_0p1deg_0.png,nebulosa
nebulosa_M8_skyview_nebulosa_M8_DSS2_Red_0p25deg_0.png,nebulosa
nebulosa_NGC_2392_skyview_nebulosa_NGC_2392_DSS2_Blue_0p12deg_0.png,nebulosa
estrela_Rigel_skyview_estrela_Rigel_DSS2_Blue_0p08deg_0.png,estrela
aglomerado_M92_j91l01f2q_raw.png,aglomerado
galaxia_M51_j97c31rrq_drz.png,galaxia
